年,月,日,標題,內容,報社
2013,3,1,李安低調生活 住沼澤區還養雞 美媒驚訝 紐約居處沒泳池沒放映室,李安再次奪得奧斯卡最佳導演獎，紐約住所也受關注，《紐約時報》多年前專訪他的家居生活文章，又被熱傳，他說住在紐約的原因：「我原本想住在台灣或是洛杉磯，但是如果我住在台灣，走在街上一定像麥可喬丹被包圍，在紐約我可以有一般人的平凡平靜生活，到處走動拍電影。」他也不希望過好萊塢明星的生活，所以放棄住在洛杉磯。在家負責掌廚《紐約時報》詳細揭祕他在紐約州拉奇蒙特家中的生活，房子後院沒有氣派的泳池，也沒有放映室，只有一個雞籠，他說，很少用電腦和手機。「我和太太每到周末就開車到處找房子，一次異想天開提出要看一棟被房產經紀人描述成『建在沼澤裡的小別墅』房子，我第一眼看到它，就愛上它了。」他在家負責掌廚，妻子林惠嘉則養雞，他回憶買房後的一年，在外拍《冰風暴》，突然接到妻子電話，原來她的小雞跑到沼澤地淹死了，「孩子在電話那頭哭得厲害，她只好再買幾隻小雞，後來越養越多，我們就建了一個雞籠。」他說自己和妻子個性南轅北轍，「我希望能慶祝傳統的中國節日，可是太太對這個完全沒興趣。」養雞純屬好玩李安的弟弟李崗昨說，李安目前還住在該處，「為了工作，他在中國城附近買另一個房子，兩邊都住。他們養雞純屬好玩，不是拿來吃的。」李安這幾天仍打電話回家向母親請安、話家常。,中國時報
2013,2,28,《熱門話題》李安得獎對國教的啟示,李安曾說過，小時候住在花蓮的八年，乃其北上就讀台灣國立藝專前最快樂的一段學習歲月。對讀書沒有興趣的李安在升學主義瀰漫的那個年代，國高中求學生涯幾乎是晦暗，也因為大學聯考落榜兩次，他才進了藝專影劇科，改變了他的一生，也才有今日奧斯卡的榮耀。台灣教育面臨的問題不正是如此嗎？教育體制的僵化，缺乏多元面，忽略了學生本身存在的差異性，考試領導教學的思維造成了零和局面。十二年國教應把握改變的曙光，在多元智慧發展的目標下，學校更應思考本身的定位與特色。不妨仿照英國或芬蘭的教育制度在學校課程中加入許多選修科目，以學生為本位，讓學生在基礎學科訓練下，更有彈性選擇自己的課程。台灣可以有許多的世界第一，扯鈴冠軍、調酒冠軍、電玩冠軍、棋藝冠軍甚至諾貝爾獎得主，完全端視教育如何培養，別只侷限學生只能走在大人規定好的道路上！。,中國時報
2013,2,25,《少年PI》老虎的絕望 他最懂 馴獸師勒波堤耶 難忘King筋疲力竭、快淹死的眼神 「讓我看到自己的恐懼」,電影《少年ＰＩ的奇幻漂流》中，老虎理查帕克和少年ＰＩ的互動扣人心弦，在拍攝幕後，指導老虎演出的馴獸師勒波堤耶（ThierryLePortier）也有一番動人的故事。他在新書《親吻獅子的男人》中細述馴獸生涯，包括隨李安來台拍攝《少年ＰＩ的奇幻漂流》經過，但最讓他難忘的竟是老虎King在水中演出時，因筋疲力竭所露出的絕望眼神，「那不只是動物的眼神，那是每個知道或相信自己即將死亡的人的眼神。」他感性寫道，那是他與動物一起生活這麼多年來，唯一一次看到這樣的眼神，不僅傳達自己快要淹死、還有被拋棄的埋怨，「因為牠是這麼期待於我，自始至終地相信我。」所幸之後，獅子King對他的態度一如以往，「但我一直印象深刻，或許我從中也看到自己的恐懼吧。」出生於法國的勒波堤耶年紀逾六旬，打從十七歲起，熱愛動物的他因為在家鄉的馬賽動物園被一場馴獸表演給迷住，便自願課後到動物園馴獸學校打工，從清掃、餵食等照養工作做起，在沒有正規訓練下，靠觀察學會馴獸的訣竅，第一次上場就讓馴獸師刮目相看。他自述天生有一種能力，「可以理解我面前動物的腦袋裡在想什麼。」出身貧困的他憑著大無畏的勇氣，十八歲就帶著在馴獸學校認識的小女友私奔，一邊流浪一邊尋找馴獸工作，輾轉在各地動物園、馬戲團謀得生路，隨著馬戲團過起旅行各國的遊牧生活，也曾多次在野獸身邊經歷生死一瞬間。勒波堤耶以訓練老虎、獅子、豹等猛獸為主，曾與人合夥創立馬戲團、參與《神鬼戰士》等多部電影的動物演出，現與六十多頭動物住在法國風地省；執導《巴黎野玫瑰》的法國導演貝內克斯（JeanJacquesBeineix）還曾將他生平改編為電影《跟著愛情走》。「之所以被野獸吸引，一部分理由也是永遠不明白牠們在想什麼…面對最親近的貓，你可以說出自己懂多少嗎？我認為一頭野獸是一面鏡子，投射出我們自己的想法。」勒波堤耶表示，馴獸師和動物之間擁有一種只存在彼此之間的語言，且兩者的生命與生計彼此依賴，關係比一般寵物更深化。馴獸生涯中，他曾挑戰完成肩扛動物、和牠們打鬥、把頭伸進野獸嘴裡這三項「馴獸師的最高境界」，和野獸相處的時間比家人還長，和雄獅沃坦、牠的下一代羅曼都相處了廿年為時最久。但野獸的危險隨時存在，即使沃坦都曾攻擊他和助手，而至今他仍記得羅曼在生前最後一年，逐漸黯淡卻也變得溫柔，「牠會把額頭靠近鐵籠邊要我摸牠，這些訊號會讓照顧牠的人知道，獅子已走向生命終站。」。,中國時報
2013,3,1,東華授榮譽博士 李安婉拒,二度拿到奧斯卡最佳導演獎的李安，2歲到8歲的童年生活因父親工作的關係在花蓮度過，並就讀花師附小，花蓮教育大學與東華大學合併後，成為東華校友。東華大學想頒發榮譽博士學位給李安，但行事低調的李安，透過助理婉拒。東華大學主任秘書蔡裕源表示，李安的父親李昇民國45年到53年擔任花蓮師範學校校長，李安也在花師附小念了3年的書。花蓮師範學校後改名為花蓮教育大學，並在98年與東華大學合併，因此牽起李安跟東華的緣分。蔡裕源指出，李安的老家就在花崗山附近，民國48年才遷到美崙居住，李昇也一手籌畫東華大學美崙校區的興建，其中一棟「斯中樓」，就是以李昇的字來命名。由於李安目前不願接受東華榮譽博士學位，東華校方轉而希望頒給他榮譽校友的頭銜，目前正積極接洽中。蔡裕源透露，李安的弟弟李崗3月8日將到東華演講。蔡裕源說，半年前東華就多次透過助理與李安接觸，希望能頒發榮譽博士學位給他，但李安不改低調個性，幾次都由助理代為拒絕。,聯合報
2013,3,1,伍華德與大陰謀,伍華德（Bob Woodward）和伯恩斯坦（Carl Bernstein）在1972年「水門案」爆發時才29歲和28歲，是華盛頓郵報的記者。伍華德（Bob Woodward）和伯恩斯坦（Carl Bernstein）在1972年「水門案」爆發時才29歲和28歲，是華盛頓郵報的記者。伍華德（Bob Woodward）和伯恩斯坦（Carl Bernstein）在1972年「水門案」爆發時才29歲和28歲，是華盛頓郵報的記者。因為兩人的鍥而不捨，導致總統尼克森在1974年請辭，被視為媒體伸張第四權的典範。兩人後來合著「總統人馬」」（All the President’s Men）詳述事件經過，1976年被改編成同名電影，由勞勃瑞福和達斯汀霍夫曼分別飾演伍華德和伯恩斯坦，中譯為「大陰謀」，1977年獲得最佳男配角在內的4座奧斯卡獎。,聯合報
2013,2,28,尋找甜秘客為瑞典奪小金人,伍華德（Bob Woodward）和伯恩斯坦（Carl Bernstein）在1972年「水門案」爆發時才29歲和28歲，是華盛頓郵報的記者。伍華德（Bob Woodward）和伯恩斯坦（Carl Bernstein）在1972年「水門案」爆發時才29歲和28歲，是華盛頓郵報的記者。因為兩人的鍥而不捨，導致總統尼克森在1974年請辭，被視為媒體伸張第四權的典範。兩人後來合著「總統人馬」」（All the President’s Men）詳述事件經過，1976年被改編成同名電影，由勞勃瑞福和達斯汀霍夫曼分別飾演伍華德和伯恩斯坦，中譯為「大陰謀」，1977年獲得最佳男配角在內的4座奧斯卡獎。,聯合報
2013,2,28,新科影后小珍妮佛 左搭庫柏 右拉李奧納多,工人變巨星瑞典導演馬力克班德傑勞的「尋找甜秘客」獲獎無數，日前更拿下奧斯卡最佳紀錄片，成為繼「芬妮與亞歷山大」之後，又一部獲奧斯卡肯定的電影，但片中主人翁羅利葛斯維持低調，未出席奧斯卡。工人變巨星瑞典導演馬力克班德傑勞的「尋找甜秘客」獲獎無數，日前更拿下奧斯卡最佳紀錄片，成為繼「芬妮與亞歷山大」之後，又一部獲奧斯卡肯定的電影，但片中主人翁羅利葛斯維持低調，未出席奧斯卡。瑞典導演馬力克班德傑勞的「尋找甜秘客」獲獎無數，日前更拿下奧斯卡最佳紀錄片，成為繼「芬妮與亞歷山大」之後，又一部獲奧斯卡肯定的電影，但片中主人翁羅利葛斯維持低調，未出席奧斯卡。「尋找甜秘客」描述工人歌手羅利葛斯在唱片失利後銷聲匿跡，歌曲卻影響南非反種族隔離運動，有兩個樂迷瘋狂崇拜神秘偶像，卻不知他在何方，於是展開動人的尋人旅程。,聯合報
2013,2,27,PI的救生艇 「鉚釘是畫的」,李安檢視中信造船集團建造的救生艇後，滿意地與船隻合影。負責打造「少年PI」片中救生艇的中信造船集團總裁韓碧祥，開心秀出手機裡李安與船的合照。李安檢視中信造船集團建造的救生艇後，滿意地與船隻合影。導演李安以「少年PI的奇幻漂流」，摘下奧斯卡最佳導演，負責建造片中救生艇的「中信造船集團」總裁韓碧祥開心地說，「與有榮焉」，而這艘救生艇從設計構圖到完工，全部由廠區人員一手包辦；他還透露了一個小秘密，為了營造出救生艇的「古味」，船殼外觀上的鉚釘其實是畫出來的。韓碧祥表示，「少年PI」中所需的救生艇為何會找上中信造船集團建造不得而知，或許是因為造船經驗獲得外國客戶肯定，片中劇組在找尋相製作關道具時多方打聽而受青睞。他回憶，負責訂製救生艇的是一名外籍片場助理，當初只約略提出希望打造出的船隻模樣，廠內工程師便借鏡曾為外籍富商建造遊艇及救生艇的藍圖，再作變更後，歷經一個月討論後定案，並確定救生艇的長、寬、深尺寸為7.5公尺x2.6公尺x1.2公尺。「少年PI」中的救生艇，為免拍片時移動過於麻煩，接案後共打造了兩艘一模一樣的船體。因是李安拍片所需，委託打造，中信集團以接近成本的價格承做。 韓碧祥說，片中的救生艇由集團所屬的「高鼎」廠全權負責，從2010年9月設計，10月興建，到同年12月底便全部完工。早年船體多無焊接而是用鉚釘接合，但為免劇組訂製的船隻在拍片時發生漏水問題，所以建造時仍是採焊接方式，再於船殼外畫上鉚釘，增添劇情所需的「古味」。畫製得相當精細，除非近看否則絕對看不出來。高鼎廠工程師把完工船送至台中交付時，李安見了後相當滿意，特地與船隻合影，韓碧祥把這張照片收進手機，秀給朋友看。他開玩笑地說，「如果不滿意，怎麼會笑容滿面地合照」。,聯合報
2012,2,28,薩夏惡搞 捧金正日骨灰亂撒,薩夏拜倫柯恩以「獨裁者」之姿走紅毯，手上還捧著號稱是金正日的骨灰罈，故意將骨灰撒在紅毯，差點引發衝突。薩夏拜倫柯恩真的很有種！奧斯卡頒獎前夕，他表明會以新片「獨裁者」的男主角身分走紅毯，險遭美國影藝學院封殺。他昨天果真獨裁者上身，以滑稽的造型走奧斯卡紅毯，手上還捧著號稱是北韓前領導人金正日的骨灰罈，受訪時還故意將骨灰撒在主持人萊恩西奎斯特身上，將現場搞得雞飛狗跳！薩夏在「獨裁者」中將中東與美國之間的文化差異拿來大做文章。昨天走紅毯時，他手裡捧著號稱是金正日的骨灰罈，接受西奎斯特訪問時，刻意將骨灰撒在對方的高級西裝上，讓西奎斯特臉上瞬間三條線，但他為了在鏡頭前保持形象，硬是將滿腔怒火壓了下來。,自由時報
2012,2,28,82歲普拉瑪 史上最老綠葉,歐塔薇亞淚迎女配角普拉瑪在《新手人生》扮罹癌垂死老漢，老婆過世後，向獨子坦承性向，演技層次豐富。他昨捧著小金人說：「親愛的，你才比我大2歲，這段日子你到底在哪？」他感謝台下妻子：「她日復一日拯救我，應該得諾貝爾和平獎。」39歲的歐塔薇亞在《姊妹》飾演勇敢對抗勢利白人僱主的女傭，首度入圍奧斯卡便獲獎，昨哽咽說：「謝謝影藝學院，讓我和這裡最夯的傢伙(小金人)站在一起。」她事前表示，要做手術拉提胸部犒賞自己，她說：「希望雙峰恢復17歲時的堅挺。」,蘋果日報
2012,3,2,珊卓電眼 卡麥蓉俏臉吸金整一整, 奧斯卡頒獎典禮是好萊塢年度最大盛事，影星不分男女，紛紛進廠「鈑金」，以便將最好的一面呈現在全球粉絲眼前。最新一期Star周刊透過新舊照片對比的方式，點名奧斯卡帝后麥克道格拉斯與珊卓布拉克，差點成為影后的薇拉戴維斯以及主持人比利克里斯托、卡麥蓉狄亞，都在典禮前「進廠」囉！以珊卓（47歲）來說，至少在容貌上已走出2年前婚變的陰霾。整形醫師紙上門診指出，珊卓的臉頰和下眼瞼部位應該都注射過玻尿酸，眉毛看起來挑高，下顎曲線更為直挺，應該是肉毒桿菌素的功效。抗癌成功的老麥克（67歲）用新的面貌迎接新生，法令紋和風乾福橘皮大幅度平整。整形醫師研判，老麥克動過臉部和頸部拉皮手術，外加雷射美容。「姊妹」的薇拉戴維斯（46歲）與小金人擦肩而過，但在星光大道上展示的「事業線」讓人側目。她宣稱是穿了神奇胸罩的效果，整形醫師卻認為是隆乳的效果，並大讚醫師技術高超，看起來很自然，只是仍難逃行家法眼。奧斯卡典禮舉行前幾天，卡麥蓉狄亞（39歲）被目擊出現在洛杉磯某家抗老化中心，目的呼之欲出。醫師判定，臉頰部位施打過玻尿酸，肉毒桿菌素也少不了。九度擔任奧斯卡主持人的比利克里斯托（63歲）除了表演新把戲，也以「新面目」登台。醫師判定，他的臉部和眼瞼都拉過皮，並注射過肉毒桿菌素。此外，他的髮線似乎沒以前那麼高，不是植髮就是戴髮片。,聯合報
2012,2,29,連續中風 鐵娘子不敵失智症,美國女星梅莉史翠普以「鐵娘子：堅固柔情」勇奪84屆奧斯卡最佳女主角獎，她扮演英國前首相柴契爾夫人，也呈現鐵娘子晚年面臨失智症真實與幻覺交錯的不同面貌；專家表示，柴契爾夫人經歷幾次小中風，最後飽受失智症所苦，國人切勿忽略高血壓、中風引發的後遺症。「鐵娘子」目前台在上映，梅莉史翠普飾演柴契爾夫人，入木三分，尤其年邁時的眼神與走路方式，詮釋得唯妙唯肖，連思念已逝的夫婿及遠在南非的兒子，都讓人動容。長庚醫院失智症中心主任徐文俊表示，柴契爾夫人卸下英國首相一職後，曾經歷幾次小中風，有過動作不協調和口齒不清的情況，雖然每次就醫都沒有生命危險，但這類病人經過幾次中風後，認知功能和肢體協調能力每況愈下，病情也就如同下樓梯般的惡化。天主教耕莘醫院神經內科主治醫師劉議謙指出，根據研究顯示，白種人罹患的老年失智症以退化性的阿茲海默氏症居多，在東方國家，則是因腦血管疾病引起的血管性失智症，比退化性失智症稍多，前者病情往往會突發性惡化，例如原本可以辨識家人、自理生活，卻在幾天後突然喪失正常功能，讓家屬感到難以接受，而退化性失智症的病情則是逐步退化。徐文俊表示，美國已故總統雷根所罹患的失智症，就是典型的阿茲海默氏症，他在2004年病逝後，女兒出版「最長的告別」《The Long Goodbye》，紀錄雷根和失智症奮戰的過程。同樣的，生病後的「鐵娘子」，也因為經常處於妄想與幻覺之中，尤其不斷提到死去的親人，讓家屬以為是中邪，處理這類病人，就像電影中的台詞，「每天都在打仗！」徐文俊和劉議謙都指出，目前血管性失智症只能針對症狀進行治療，但比退化性失智症卻是容易預防，預防血管性失智症的不二法門就是控制高血壓、減少中風機率與發生，即使病人只有小中風，也要遵醫囑按時服藥，以免失智症找上門。,聯合報
